,tweet
3699, कोकणात गणेशोत्सवासाठी जाणाऱ्या चाकरमान्यांचा कोणताही निर्णय राज्य सरकारने न घेतल्याने त्यांचे प्रचंड हाल सुरु दिवस कोरंटाईन व्हायचे आता अवघे दिवसच प्रवास करता येणार आहे त्यामुळे स्थानिक पोलीस ठाण्यात पास द्या किंवा अन्य व्यवस्था करा पोलीस आयुक्तांची मी भेट घेतली 
3700, कृषी आणि पणनसंदर्भातल्या तीन मॉडेल कायद्यांची घोषणा करून केंद्राचा अजेंडा राज्यांवर थोपवण्याचा प्रयत्न सुरू आहे शेतकऱ्यांसाठी केलेल्या घोषणा तसेच दिलेली आकडेवारी फसवी आहे यातून शेतकऱ्यांचं उत्पन्न दुप्पट होण्याची कोणतीही ठोस योजना अथवा कार्यक्रमाची तरतूद नाही 
3701, जलसंधारण मंत्री राम शिंदे यांनी आॅक्टोबर रोजी पंतप्रधान नरेंद्र मोदी यांनी घोषित केलेल्या दुष्काळ मुक्त गावांची यादी उद्या जाहीर करु असे सांगितले होते तो उद्या आजपर्यंत आलेला नाही 
3702, दुष्काळामुळे शेतकऱ्यांचे प्रचंड हाल होत आहेत आम्ही या सर्व गोष्टींचा आढावा घेतला आणि परिस्थिती मुख्यमंत्र्यांसमोर मांडण्याचा प्रयत्न केला सरकारने आता गांभीर्याने दुष्काळाचा मुद्दा हाताळावा 
3703, सत्ताधारी नेते पदाचा दुरूपयोग करून बिल्डरांचे खिसे भरण्यात मश्गुल आहेत पुण्यातल्या म्हतोबा देवस्थान बालेवाडीतल्या मैदानाच्या भूखंड प्रकरणात गैरव्यवहार करून कोटींचे महसूल बुडाले असल्याचे कागदोपत्री सिद्ध होत आहे महसूल मंत्री यांनी राजीनामा दिला पाहिजे 
3704, मोदींनी इडीची भीती दाखवली तर वाघाची म्याऊं होऊन घालीन लोटांगण वंदीन चरण करणाऱ्या डरपोक लोकांचे आदर्श पळपुटेच असतात त्यातही शिवसेना नेत्यांनी शाळेला पण लहानपणीच जय महाराष्ट्र केलेला दिसतो जवाहरलाल नेहरू यांनी आयुष्यातील वर्षे तुरुंगवासात काढली ढ शिवसेनेला धडा शिकवा 
3705, यांनी नेत्यांच्या ची तक्रार ला केली असे सांगताना मनपा निवडणूकीत उध्दव ठाकरेंवर आरोप केला होता 
3706, मुख्यमंत्रीसाहेब एफआरपीचा कायदा बदलण्याचा अधिकार राज्य सरकार किंवा मुख्यमंत्री यांना नाही केद्र सरकार शेतकरी 
3707, बॉम्बेचे नाव अधिकृत मुंबई झालेले शिवसेनेला माहीत नाही का की शिवसेनेचा मराठीचा कळवळा फक्त दाखवण्यापुरताच आहे कारण सेनेच्या ताब्यात असलेल्या उद्योग खात्याच्या अखत्यारित येणाऱ्या च्या डायरीतच मुंबईचा उल्लेख बॉम्बे करण्यात आला आहे 
3708, तू नाही जळालीस जळाले आमचे संस्कार सभ्यता आणि संस्कृती कुठे गेले साधू संतांचे संस्कार कुठे हरवला सुधारकांचा पुरोगामी महाराष्ट्र आमचे बुरखे टराटरा फाटले आणि उघडा पडलाय पुरुषी हिंस्र चेहरा हिंगणघाट 
3709, राईनपाडासारख्या घटनांच्या पाठी कोण कार्यरत आहे याची सरकारने माहिती घ्यावी एखादी बैठक घेऊन काही होणार नाही सखोल चौकशी झाली पाहिजे शोषितांबाबत सोशल मीडियावरून चुकीचा प्रसार केला जात असेल तर काय पायबंद घालणार त्यांच्या संरक्षणासाठी काय उपाययोजना सरकार करणार 
3710, महत्त्वाचा नाही इथं शेतकऱ्यांचा सोनेरी गहू मंत्री मोठा की सचिव मोठा ते ठरवा आधी राऊ शेतकऱ्याचा गहु पावसात भिजेल भिजला तर भिजू दे मीच भुज बळ मंत्री मंडळात माझा रुबाब मात्र टिकू दे भाजीसह आंबा कापूस तूर केळी उध्वस्त संत्री महाराष्ट्रात प्रोटोकॉलसाठी भांडतात बघा कसे मंत्री 
3711, दूध उत्पादकांना न्याय मिळावा यासाठी राज्य विधानसभेच्या पायऱ्यांवर सर्व सहकाऱ्यांसोबत आंदोलन केले नागपूर अधिवेशन 
3712, माझा लेख मला संजय दत्तबद्दल अजिबात प्रेम किंवा सहानुभूती नाही बॉलिवुडमधल्या बड्या आई बापाचा लाडावलेला बेजबाबदार मुलगा हीच त्याची प्रतिमा आहे पण सार्वजनिक चर्चेत सत्याचा अपलाप होता कामा नये संजय दत्त दहशतवादी आहे काय या प्रश्नाचं उत्तर शोधलं पाहिजे 
3713, गृह खात्याने चौकशी करुन दोषींवर कडक कारवाई करावी 
3714, सह्याद्रीच्या या धेयवेड्या सुपूत्राने गेली वर्षे गिर्यारोहणाच्या माध्यमातून अनेक कडे कपऱ्या पार करुन सह्याद्रीच्या निसर्ग सौंदर्याची ओळख जगाला करुन दिली त्यांचे कार्य तरुणांसाठी सदैव प्रेरणादायी आहे भारतीय जनता पक्षाच्या वतीने मी अरुणजींना भावपूर्ण श्रद्धांजली अर्पण करतो 
3715, राज्यपाल आणि मुख्य सचिवांपेक्षाही जास्त मानधन घेऊन ही कंपनी महाराष्ट्र सरकारला नेमका कोणता सल्ला देते सरकारने माहिती व तंत्रज्ञान विभागाच्या माध्यमातून जेवढ्या कंपन्यांची सल्लागार म्हणून नियुक्ती केली त्या अशाच वादग्रस्त आहेत शासन इतके का मेहरबान आहे याचं गुढ समोर यायला हवे 
3716, माझा सहकारी यवतमाळ जिल्हा युवक काँग्रेस सरचिटणीस वैभव अरुण ठाकरे याचे हृदयविकाराच्या आजाराने काल निधन झाले मी ठाकरे कुटुंबियांच्या दुःखात सहभागी आहे या धक्क्यातून सावरण्याची परमेश्वर त्यांना शक्ती देवो 
3717, नाशिकचं नावलौकीक करणाऱ्या भुजबळ साहेबांना सरकारने कटकारस्थान करून अडकवले त्याकाळात जर भुजबळ साहेब राजकारणात सक्रीय असते तर भाजपाचं आज अस्तित्वच नसतं आम्ही यांना पुरून उरू राष्ट्रवादीचा नाद करायचा नाही परिवर्तनयात्रा निर्धार परिवर्तनाचा परिवर्तनपर्व सिन्नर 
3718, अतिरिक्त पोलीस आयुक्तांशी चर्चा करून आरोपींना तात्काळ अटक करण्याची मागणी केली आहे 
3719, राज्यकर्त्यांना आस्था नाही म्हणून पारनेर अजून पाण्यापासून वंचित राहिलंय दुधाला अनुदान नाही कांद्याला भाव नाही पतसंस्था अडचणीत आणायच्या मार्केट कमिट्या उध्वस्त करायच्या हा भाजपचा डाव आहे साहेबांचा सांगावा आहे रात्र वैऱ्याची आहे गाफील राहू नका शिवस्वराज्ययात्रा 
3720, यांचा मधील नोटबंदी संदर्भात मोदी सरकारच्या धोरणझोलबाबत वास्तवदर्शी अग्रलेख काळ्या पैसेवाल्यांना सरकारचे अभय 
3721,लोढा विकासक असलेल्या पलावा सिटी मध्ये म्हाडाने दिलेल्या सदनिका धारकांकडून लोढा यांच्या कंपनीचे लोक पैसे उकळत असल्याच्या तक्रारी येत आहेत फसवणूक झालेल्या सदनिकाधारकांनी म्हाडाकडेही तक्रारी केल्या पण लोढा यांना सरकारचे पाठबळ प्राप्त आहे त्यामुळेच त्यांच्यावर कारवाई झाली नाही 
3722, च्या मुंबईतील भीषण दहशतवादी हल्ल्यातील मृतांना आज इस्त्रायलचे पंतप्रधान मा बेंजामिन नेतन्याहू यांच्यासमवेत हॉटेल ताज येथे भावपूर्ण श्रद्धांजली अर्पण केली 
3723, कदापि नाही मोर्चाला कोण पैसे पुरवते म्हणून मराठा समाजाच्या माय भगिनी रस्त्यावर येत नाहीत अशी वक्तव्ये दुर्दैवी 
3724, सोशल मीडिया वर भाजपा व इतर अनेक ट्रोल्समार्फत अपप्रचार बदनामी आणि द्वेष पसरवण्याचे काम अविरत चालू असते याविरोधात महाविकासआघाडी सरकारने समाजहित पाहता तात्काळ पावले उचलावीत या मागणीसाठी यांची आज भेट घेतली मंत्री महोदयांनी सकारात्मक विचार करू असे आश्वासन दिले 
3725, दवडीपार भंडारा संसार असे रस्त्यावर झाडाखाली उघडे पडले आहेत हे चित्र मनाला अतिशय वेदना देणारे आहे सरकारने वेळीच जागे व्हावे ही माझी विनंती आहे 
3726, कुलाबा परिसरातील वाहतूक कोंडीमुळे आज मला प्रदेश काँग्रेस कार्यालयात आयोजित लोकदरबार कार्यक्रमाला जाण्यास उशीर झाला अखेर काही अंतरावर गाडी सोडून मी पायी चालतच गांधी भवन गाठले 
3727, शिवसेनेने इडीच्या आणि पक्षाचे आमदार भाजपा फोडील या भीतीमुळे दबून जाऊ नये मी वाघ आहे मी वाघ आहे या शब्दांचा जप करावा जेणेकरून कुंडलीत कितीही ग्रह वक्री असले तरी लाभ होईल 
3728, रंग बदलणा या सरड्यांना आजकाल शिवसेना म्हणतात 
3729, राज्यात अभूतपूर्व दुष्काळाची परिस्थिती असल्याने अधिवेशनात त्यावर चर्चा करून निर्णय घेण्याची आवश्यकता असतांना सरकार पळपुटेपणा करत आहे केवळ दिवसांचे हिवाळी अधिवेशन घेत आहेत ते किमान आठवडे चालावे अशी आज आम्ही मागणी केली 
3730, भारत तेरे तुकडे हो हजार असे म्हणणाऱ्या उमर खालिद गँगला मुंबईत येण्यास कधी रोखले नाहीत ना त्यांच्या कार्यक्रमात सोबत बसायला निघाला होतात ना गेट वे ऑफ इंडियाला आझाद काश्मीरचा फलक झळकवणाऱ्या देशविरोधी मेहक प्रभूच्या घरात पालिका कधी घुसवली नाहीत ना 
3731, काँग्रसचे भाजपला आवाहन हात जोडतो पण जातीयवादी राजकारण थांबवा 
3732, भिडेने नोटीस स्वीकारली नसली तरी कायदेशीर कारवाई होणारच 
3733, ज्येष्ठ पत्रकार अनंत दीक्षित यांच्या निधनाने मराठी पत्रकारितेतील एक परखड व्यक्तीमत्त्वाला आपण मुकलो आहोत त्यांची‌ परखड मते म्हणजे आम्हा सर्व राजकीय मंडळींना कानपिचक्या असायच्या पुण्याच्या सांस्कृतीक जडणघडणीत त्यांचे योगदान अतिशय मूलगामी आहेत 
3734, प्रगत महाराष्ट्रातील राज्यकर्त्यांना झालंय तरी काय का चुकीचे नॅरेशन सेट करताय याचा सवाल विचारणारा माझा लेख आजच्या दै मध्ये नक्की वाचा लिंक 
3735, आंतरराष्ट्रीय वाहतूकीवर मार्चपासूनच निर्बंध आणून कसोशीने उपाययोजना केली असती तर देश च्या तसेच आर्थिक संकटात सापडला नसता पण मोदी सरकार गाफिल राहिले आणि त्याची किंमत देश चुकवीत आहे 
3736, अजितदादांनी राजीनामा दिला भाजपा ची नाचक्की झाली आचार्य अत्रे म्हणाले असते गेल्या वर्षांत भाजपा सारखा अनैतिक आणि सतांध पक्ष झाला नाही 
3737, पोलीस आयुक्तांनी या प्रकरणात कोणतीही दखल न घेतल्याने फिर्यादीने न्यायालयात धाव घेतली पोलीस आयुक्तांनी कारवाई का केली नाही तेही सत्ताधाऱ्यांच्या दबावाखाली येऊन कतपुतली बनले आहेत का या गंभीर गुन्ह्याची चौकशी होत नाही तोपर्यंत कांबळे यांची मंत्रीपदावरुन तात्काळ हकालपट्टी करा 
3738, जेव्हा जेव्हा एखाद्या देशात हुकूमशाहीचा फतवा निघाला आहे तेव्हा त्याविरोधात क्रांती जरूर घडते हे जनतेनं यापूर्वी दाखवून दिलं आहे सद्दाम हुसेनसारख्या व्यक्तीचा अंत कसा झाला हे सर्वांना माहिती आहे लोकशाहीपुढे हिटलरलाही माघार घ्यावी लागली होती या सरकारची सुद्धा हीच गत होणार आहे 
3739, शिवस्मारकाच्या अनियोजित कार्यक्रमाच्यावेळी झालेल्या दुर्घटनेत एका तरुणास हकनाक जीव गमवावा लागला याला जबाबदार कोण स्वतः पंतप्रधानांनी जलपूजन केले असताना काम सुरू करण्याऐवजी पुन्हा त्याठिकाणी जाऊन पूजा करण्याचे कारणच काय जवाबदो 
3740, या बिनकामी सरकारच्या काळात शिक्षक संपावर ग्रामसेवक संपावर संगणक परिचालक संपावर दुष्काळग्रस्तांना पूरग्रस्तांना मदत नाही अंगणवाडी सेविकांना कोतवालांना स्पर्धा परीक्षा देणाऱ्या विद्यार्थ्यांना न्याय नाही हे सरकार केवळ सत्तेच्या मस्तीत मश्गुल यांची मस्ती जनताच उतरवणार शेतकरीमेळावा 
3741, कोरोना चाचण्या सातत्याने कमी करण्यामुळे आपण काय कमाविले आणि काय गमाविले महाराष्ट्रातील संसर्गाचा दर अगदी प्रारंभी जो ते होता तो जूनपर्यंत टक्क्यांवर आला आणि आता ते अर्थात चाचण्यांमधून जणांना कोरोना 
3742, प्रश्न राज्यात हजारांपेक्षा अधिक शेतक यांनी आत्महत्या केल्या आहेत  मंत्रालयात येऊन शेतकरी आत्महत्या करित आहेत मंत्रालयात जाळ्या लावाव्या लागल्या अशा व बेरोजगारी  कुपोषण  कोलमडलेली अर्थव्यवस्था  वाढलेली महागाई इ सारख्या महत्त्वाच्या विषयांवर शासन असेच व्हिडीओ बनवणार आहे का 
3743, परळीच्या इतिहासात पहिल्यांदाच वाण धरण कोरडे पडले आणि माझ्या मातीची आज दशा झाली जायकवाडीचे पाणी वाण धरणात यावे ही स्व गोपीनाथराव मुंडे साहेबांची इच्छा होती त्यांच्या वारसदारांना गल्लीपासून दिल्लीत सत्ता दिली मात्र ना जायकवाडीचे पाणी आले ना वाण धरणाची उंची वाढली 
3744, गेल्या वर्षांत माझ्या परभणीत सेलू जिंतूरमध्ये एकही कारखाना या सरकारनं आणला नाही मग हाताला कामं कशी मिळणार आता व्यवसाय होत नाही माल खपत नाही ऊस कापूस सोयाबीनला योग्य भाव नाही शेतकऱ्यांचे कैवारी फक्त पवार साहेब होते याची जाणीव शेतकऱ्यांनी ठेवली पाहिजे शिवस्वराज्ययात्रा 
3745, लडाखच्या गलवान खोऱ्यामध्ये चिनी अतिक्रमणापासून आपल्या सीमेचे रक्षण करताना भारतीय लष्करी अधिकारी व जवानांना वीरगती मिळाली आपलं सैन्यदल धैर्याने आणि दृढनिश्चयाने भारतीय सीमांचे रक्षण करत आहे वीरमरण प्राप्त सैनिकांना मानवंदना व भावपूर्ण श्रद्धांजली 
3746, कोरोना संकटावर मात करायची तर सर्वांनी एकत्र लढले पाहिजे देशातील साधारण पाच सहा राज्यांत कोरोनाचा प्रादुर्भाव वाढलेला दिसत आहे त्यापैकी महाराष्ट्र राज्य महत्त्वाचे आहे महाराष्ट्रात मुंबई पुणे नाशिक ठाणे कल्याण डोंबिवली औरंगाबाद या भागातील परिस्थिती काळजी करण्यासारखी आहे 
3747, मोठ्या संकटाला तोंड देण्याची स्थिती निर्माण झाली आहे अलिकडच्या निवडणुकांमध्ये लोकसभेच्या वेळच्या निर्णयाच्या विरुद्ध दिशेला जायची मनस्थिती सर्वसामान्य जनतेची दिसली म्हणून सत्ताधारी सांप्रदायिक विचारांचा वापर करून समाजात अंतर निर्माण करून राजकीय लाभ घेण्याच्या उद्योगाला लागलेत 
3748, सरकारचे मुंबई आणि इतर शहरांबद्दल अनास्थेचे धोरण आहे आज कधी कुठली भिंत कोसळेल किती जणांचा जीव जाईल याची भीती मुंबई आणि राज्यात कच्च्या झोपडीत राहणाऱ्या गरीब माणसांच्या मनात निर्माण झाली आहे त्यामुळेच त्यांच्या जिवावर सरकारने मृत्युची टांगती तलवार उभी केली आहे 
3749, किमान शेतकऱ्यांचा विश्वासघात करू नका 
3750, वीजबिलांचा घरगुती ग्राहकांवर नाहक भुर्दंड टाकून सरसगट तीन महिन्यांची वीज बिले दिल्याने त्यांची आर्थिक कोंडी होत असल्याबाबत तसेच उद्योग बंद असताना त्यांनाही बिले दिले जात असल्याबाबत मुख्यमंत्री मा उद्धव ठाकरेजी यांना पत्र 
3751, माझे सहकारी आशिष शेलार यांचे वडिल बाबाजी शेलार यांचे दुःखद निधन झाल्याचे वृत्त कळले त्यांच्या दुःखात मी सहभागी आहे भावपूर्ण श्रद्धांजली हे दुःख सहन करण्याची ताकद शेलार कुटुंबियांना प्राप्त होवो अशी मी प्रार्थना करतो ॐ शांति 
3752, कोरोना मुळे वृत्तपत्र व्यवसाय मोठ्या आर्थिक संकटात आला असून मोठया प्रमाणात या क्षेत्रात पत्रकार व कर्मचारी वर्गाच्या नोकऱ्या जात आहेत मा मुख्यमंत्री उध्दवजी ठाकरे यांना वृत्तपत्र व्यवसाय व संबंधित कर्मचारी वर्गाला न्याय मिळवून देण्याची विनंती केली आहे 
3753, पुण्यश्लोक अहिल्यादेवी होळकर विद्यापीठाच्या कुलगुरू डॉ मृणालिनी फडणवीस व जळगाव येथील बहिणाबाई चौधरी विद्यापीठाचे प्र कुलगुरू माहूलीकर अ भा वि पच्या फेसबुकपेजवर जाऊन विद्यार्थ्यांशी संवाद साधत आहेत संघाशी जवळीक म्हणून नियुक्ती झाली त्याची परतफेड सुरू आहे सरकारने कारवाई करावी 
3754, माझे मार्गदर्शक ज्येष्ठ पत्रकार अभिनंदन थोरात यांच्या निधनाची बातमी ऐकून धक्काच बसला भावपूर्ण श्रध्दांजली 
3755, मनोरंजक विरोधाभासी राजकीय वक्तव्य अशी असतात सरकारमध्ये पारदर्शकता हा शब्द जोक झाला आहे 
3756, मराठा क्रांती मोर्चाचे समन्वयक आणि मराठा समाजासह शेतकऱ्यांच्या विविध प्रश्नांसाठी लढणारे शांताराम कुंजीर यांच्या निधनानं सामाजिक चळवळीतील झुंजार व सामाजिक भान असलेला कार्यकर्ता हरपला गेल्या वर्षांपासून त्यांनी आपले सामाजिक लढ्याचे काम केले  त्यांना भावपूर्ण श्रद्धांजली 
3757, प्रकाश महेता मेहनतीने भ्रष्टाचार करत होते मुख्यमंत्र्यांनी मोपलवार वर कारवाई केली पण महेतांचा राजीनामा घेतला नाही का भ्रष्टाचारी बीजेपी 
3758, महाजनादेशयात्रा येण्यापूर्वी प्रत्येक ठिकाणी राजकीय व सामाजिक कार्यकर्त्यांवर पोलिसांनी दडपशाही केली महिलांचीही गय केली नाही आज नांदेडमध्ये युवक काँग्रेसचे जिल्हाध्यक्ष पप्पू पाटील कोंढेकरांसह अनेकांना ताब्यात घेण्यात आलं या हुकूमशाही सरकारचा मी निषेध करतो 
3759, ट्रिपल तलाक प्रतिबंधक कायद्यात सरकारकडून अनेक विसंगती आणि त्रुटी ठेवल्या गेल्या आहेत हे काँग्रेस पक्षाने सातत्याने म्हटले व संसदेतही मांडले राजकीय हेतूने प्रेरित होउन ने असे जाणिवपूर्वक केले आहे श्रीकांत पटवर्धन यांनी आजच्या मध्ये यावर प्रकाश टाकला आहे 
3760, मी वर्तवलेल्या अंदाजाप्रमाणे तुकाराम मुंढे हे नाशिकच्या लोकप्रतिनिधींना नकोसे झाले आहेत व महापालिकेच्या कारभारावर व पर्यायाने नाशिकच्या विकासावर ह्याचा विपरीत परीणाम सुरु झाला आहे आता लवकरच मुंढेंची बदली होईल व सगळं काही अर्धवट सोडत त्यांना पुढच्या मुक्कामाकडे कूच करावी लागेल 
3761, मा उच्च न्यायालयाने स्पष्ट दिशानिर्देश दिल्यानंतर सुद्धा राज्य सरकारच्या वतीने त्यांना अन्नधान्य मिळत नसल्याने प्रचंड अडचणीच्या स्थितीला सामोरे जावे लागते आहे माझी राज्य सरकारला पुन्हा विनंती आहे की आदिवासी बांधवांच्या न्याय मागण्यांकडे तातडीने लक्ष द्यावे 
3762, आघाडीची तीन माणसं बोलली कि रडली कोरोना आल्यापासून हे असेच रोज रडणे सुरु आहे कधी केंद्राच्या नावाने रडायचे अधी विरोधी पक्षाच्या नावानं आता थाबवा ही तुमची रडगाणी आता करुन दाखवा ना तुम्ही मदत द्या शेतकऱ्यांना पँकेज द्या कोरोनापासुन महाराष्ट्राला वाचवा रडू नका 
3763, दोन दिवस पूरात बुडल्याशिवाय मदत मिळणार नाही  असा आदेश काढणा या सरकारला जनतेचा तळतळाट लागल्याशिवाय राहणार नाही सांगली कोल्हापूर मंत्र्यांसाठी जलपर्यटन क्षेत्र घोषीत करा मंत्र्यांकरिता सेल्फी विथ डेड असा उपक्रम सुरु करा 
3764, पाच राज्यांच्या निवडणुकींच्या निकालानं भाजपाचे डोळे पांढरे झाले आहेत दिल्लीत बसलेल्यांना येणाऱ्या लोकसभा निवडणुकीच्या निकालाचा ट्रेलर दिसला आहे ‘मेरा देश बदल रहा है’ ही जाहिरात दिसेनाशी झाली आहे राष्ट्रवादीने परिवर्तनाचे रणशिंग फुंकले आहे परिवर्तनयात्रा हवेली 
3765, शिवसेनेची चित भी मेरी और पट भी मेरी अशी दुटप्पी भूमिका जनतेला कळत नाही असे नाही नाणार येथे उद्योग मंत्री असलेल्या शिवसेनेच्या मंत्र्यांने अध्यादेश काढला आणि शिवसेना प्रकल्पाला विरोध करते नाणारवासियांनी आता उध्दवजींना दौऱ्यावर येण्याआधी अध्यादेश रद्द करुन या असे ठणकावले 
3766, शेतकऱ्यांना सरसकट कर्जमाफीची ठोस आर्थिक मदतीची अत्यंत गरज असताना सरकारने त्यांना वाऱ्यावर सोडले धनगर समाजाच्या आरक्षणाच्या मुद्द्याला बगल देण्यासाठी काहीशे कोटींची तरतूद करत तात्पुरती मलमपट्टी केली आणि आरक्षणाचा मुद्दा बाजूला फेकला 
3767, थेट युजीसीला पत्र लिहून हात वर करुन सरकार मोकळे झाले त्यामुळे यात शैक्षणिक अधिष्ठान आहे की सरकारचा वैयक्तिक अहंकार हाच अहंकार महाराष्ट्रातील विद्यार्थ्यांचे देशपातळीवर नुकसान करणारा ठरु नये महाराष्ट्राचे विद्यार्थी देशपातळीवर मागे पडू नयेत 
3768, अवैध लॉटरीमुळे अन्य राज्यांच्या ऑनलाईन लॉटरीतून मिळणाऱ्या राज्याच्या महसुलाचं मोठं नुकसान होतंय त्यामुळे अवैध लॉटरीवर निर्बंध आणण्याची गरज आहे त्यासाठी वित्त विभाग पोलिस व लॉटरी वितरकांनी संयुक्तपणे प्रयत्न करायला हवे 
3769, विद्यार्थ्यांना सरकार बिन पगारी फक्त प्रशस्तिपत्राचे आमिष दाखवून स्वत ची जाहिरात करण्याच्या कामाला जुंपत आहे शैक्षणिक सुविधा नाहीत नोकऱ्या नाहीत या प्रशस्तिपत्रांचा उपयोग काय हे स्पष्ट झाले पाहिजे यात जबरदस्ती केली तर तीव्र विरोध करेल 
3770, देशाचा जीडीपी टक्क्यांच्या खाली घसरणं चिंतेची बाब आहे च्या काळात जीडीपीचा सरासरी दर एवढा होता गेल्या वर्षांत अर्थव्यवस्था कमकुवत होईल असेच निर्णय घेतल्यानं देशाची अर्थव्यवस्था डळमळली अशानं आर्थिक महासत्ता होण्याचं देशाचं स्वप्न पूर्ण होईल का 
3771, जवान अशोक इंगवले यांना पोलिसांनी मारहाण केल्याचा प्रकार शरमेनं मान खाली घालायला लावणारा आहे आपलं रक्षण करणाऱ्या जवानांना मारायचा अधिकार पोलिसांना कोणी दिला गृहमंत्री म्हणून याची सखोल चौकशी करा आणि तथ्य असल्यास दोषींवर कडक कारवाई करा 
3772, कर्जमाफीचे प्रमाणपत्र दिलेल्या शेतकऱ्यांना कर्जमाफी झाली नाही हे आम्ही पुराव्यानिशी सिध्द केले मात्र सरकारने त्यावर कारवाई केली नाही उलट न्याय मागणाऱ्या शेतकऱ्यालाच तुरुंगात डांबण्याचे काम केले शेतकऱ्यांना सरसकट कर्जमाफी मिळेपर्यंत न्याय मिळेपर्यत आम्ही स्वस्थ बसणार नाही 
3773, गेल्या दोन वर्षात बालके कुपोषणाने दगावली आणि याच विभागाचे पोषण आहाराचे कोटीचे कंत्राट सर्वोच्च न्यायालयाने भ्रष्टाचारामुळे रद्द केले आहे चौकीदार झोपला आहे का की यात चौकीदार भी भागीदार है जीवन इतके स्वस्त झाले आहे का सरकारला लाज वाटत नाही का 
3774, ‘पुण्यनगरी’ वृत्तपत्र समूहाचे संस्थापक संपादक मुरलीधर शिंगोटे यांच्या निधनानं मराठी वृत्तपत्रसृष्टीची मोठी हानी झालीय त्यांचा वृत्तपत्र विक्रेता ते वृत्तपत्र समुहाचे प्रमुख हा प्रवास प्रेरणादायी आहे त्यांनी आयुष्यभर सामान्य कष्टकरी वाचकांशी बांधिलकी जपली भावपूर्ण श्रद्धांजली 
3775, राज्यात राष्ट्रपती राजवट लागू होणे म्हणजे ह्या नतद्रष्टांनी महाराष्ट्राच्या मतदारांचा केलेला घोर अपमान आहे राज ठाकरे 
3776, ज्येष्ठ विचारवंत राजा ढाले यांच्या निधनाने एक वादळ शांत झाले दलित पँथरचे संस्थापक आंबेडकरी चळवळीचे भाष्यकार म्हणून त्यांनी निभावलेल्या सामाजिक साहित्यिक भूमिका भविष्यसाठीचे संचित म्हणून जपल्या जातील त्यांना भावपूर्ण श्रद्धांजली 
3777, परळीच्या चारही बाजूने खोदून ठेवलेले खड्डे एवढीच काय ती इथल्या भाजप आमदाराची देण आहे यांनी वैद्यनाथ कारखान्याच्या माध्यमातून शेतकर्यांची लुट केली थर्मल बंद पाडले साधी परळी मुंबई रेल्वे सुरू करता आली नाही इथल्या दबंग नेतृत्वाने परळीसाठी नेमकं कोणते काम केले 
