,tweet
4034, स्वाभिमानी कार्यकर्ता नोंदणी अॅप्लिकेशन गुगल प्ले वरुन इनस्टॉल करा व आपले व आपल्या संबधीत सर्वांचे नाव व माहिती यामध्ये भरावे त्यामुळे त्यांच्याशी संपर्क करणे सोयीचे होईल तसेच सोशल मीडियाद्वारे 
4035, काँग्रेस नेते यांनी लिहिलेल्या विधानगाथा या पुस्तकाच्या प्रकाशन सोहळ्यास मुंबईतील विधानभवनात उपस्थित होतो विधिमंडळात येणाऱ्या नव्या सदस्यांना मार्गदर्शक ठरेल असे हे पुस्तक आहे 
4036, पुणे जिल्ह्यातील इंदापूर येथे आज कृषी उत्पन्न बाजार समितीच्या वतीने आयोजित इंदापूर कृषी महोत्सवाला उपस्थित राहून बक्षिस वितरण केले या समारोपप्रसंगी मनोगतही व्यक्त केले 
4037, आदरणीय पवार साहेब यांच्या उपस्थितीत राष्ट्रवादी काँग्रेस पक्षातील सहकाऱ्यांसोबत बैठक पुणे येथे पार पडत आहे 
4038, राष्ट्रवादी काँग्रेस पार्टी कार्यालय अहमदनगर येथे विधानसभा निवडणूक अनुषंगाने जिल्ह्यातील इच्छुक उमेदवारांच्या मुलाखती पार पडल्या यावेळी मा दादाभाऊ कळमकर मा चंद्रशेखर घुले मा अंकुशराव काकडे मा राजेंद्र फाळके आणि इतर मान्यवर उपस्थित होते विधानसभा 
4039, राज्याचे उच्च व तंत्र शिक्षण मंत्री यांच्याशी चर्चा केली 
4040, पोलीस भरतीची तयारी करणाऱ्या विद्यार्थ्यांनी भेट घेतली सरकारने भरती प्रक्रियेत ऐनवेळी केलेल्या बदलांमुळे ग्रामीण भागातील तरुण तरुणींमध्ये संभ्रमाचे वातावरण अाहे याविरोधात ते लढा देत आहेत या लढ्यात मी सर्वतोपरी त्यांच्यासोबत आहे सरकारने हे बदल तत्काळ मागे घ्यावेत 
4041, माझ्या मतदार संघातील खारदाडां येथील शंभर वर्षे जून्या भगवान प्रभू रामाच्या मंदिराचा जीर्णोद्धार नुकताच संपन्न झाला शताब्दी वर्ष उत्सवात आज माझ्या हस्ते मंदिराच्या स्मरणीकेचे प्रकाशन करण्यात आले तसेच जेष्ठांचा सन्मान ही करण्यात आला 
4042, मागील मौसमात मराठवाड्यात पर्जन्यमान अत्यल्प झाल्याने ऊसाचे उत्पादन टक्क्यांनी घटण्याची भीती निर्माण झाली कमीअधिक हीच परिस्थिती महाराष्ट्राच्या बहुतांश भागात आहे कारखानदारीसाठी ऊसाच्या उपलब्धतेचा प्रश्न निर्माण झाला आहे साखर कारखानादारी समोर मोठेच आव्हान उभे राहिले आहे 
4043, सह्याद्री अतिथीगृहात पार पडलेल्या महाराष्ट्र राज्यातल्या प्रलंबित रस्ते महामार्गांच्या कामाबाबतच्या आढावा बैठकीत रस्ते वाहतूक व महामार्ग मंत्री जी यांच्याशी प्रकल्प निधीसंदर्भात चर्चा झाली यावेळी राज्याचे मुख्यमंत्री यांसह अन्य मान्यवर उपस्थित होते 
4044, शिक्षकांच्या पेन्शन योजनेबाबत आज विधान परिषदेचे सभापती रामराजे निंबाळकर यांच्या अध्यक्षतेखाली शिक्षक आमदार प्रतिनिधी आणि माझ्या उपस्थितीत आज बैठक झाली 
4045, रायगड माणगाव तालुका 
4046, हिवाळी विधानसभाअधिवेशन माझे भाषण जर हे खरोखरच गरिबांचे सरकार असेल तर विमानतळ जमिनीवरील झोपड्याच्या दुरुस्ती कामांना च्या नोटिसेस का जी व जींच्या सरकारने जमीन पुनर्वसनासाठी देण्याबाबत घेतलेल्या निर्णयाबाबत कार्यवाही ठप्प का 
4047, गौरी लंकेश हत्याप्रकरणातल्या संघटनेशी विरेंद्र तावडेंचा संबंध सरकारचा दावा 
4048, मराठा आरक्षणासाठी नेमलेल्या मागासवर्ग आयोगाच्या अहवालावरील कार्य पूर्ती अहवाल आज सभागृहात मांडणार आहोत अधिवेशन संपण्यापूर्वी मराठा आरक्षणासंदर्भातील विधेयक मांडू 
4049, आपल्या सर्वांना पूर्वकल्पना दिल्याप्रमाणे राष्ट्रवादी काँग्रेस पक्षाच्या अधिकृत फेसबुक पेजवरून लाईव्ह संवाद साधला नागरिक आणि कार्यकर्ते यांच्या प्रश्नांना उत्तरे दिली पुढील लिंकवर जाऊन आपल्याला हा संपूर्ण व्हिडियो पाहता येईल संवाद 
4050, यावेळी खा ताई कामगार आयुक्त महेंद्र कल्याणकर क्रेडाई सीआयआय मराठा चेंबर्स ऑफ कॉमर्स हिंजवडी इंडस्ट्रीज असोसिएशन फेडरेशन ऑफ चाकण इंडस्ट्रीज डेक्कन चेंबर ऑफ कॉमर्स अँड इंडस्ट्रीज नगर रोड नासकॉम च्या प्रतिनिधी बरोबर विविध कंपन्यांच्या प्रतिनिधींनी सहभाग घेतला 
4051, कशेडी घाट अवघ्या मिनिटात होणार पार तीन पदरी दोन बोगद्यांचे संकल्प चित्र तयार 
4052, कौटुंबिक हिंसाचारापासून संरक्षण पूर्वीपेक्षा अधिक पूर्वीपेक्षा उत्तम 
4053, पुण्याचे जिल्हाधिकारी नवल किशोर राम यांच्यासोबत दौंड वकील असोसिएशनची बैठक झाली बैठकीच्या अध्यक्षस्थानी माजी आमदार रमेश थोरात होते दौंड प्रांत कार्यालय व्हावे अशी मागणी करण्यात आली यानंतर जिल्हाधिकाऱ्यांनी दौंड येथे प्रांत अधिकारी आठवड्यातील दिवस उपस्थित राहतील असे आश्वासन दिले 
4054, हातकणंगले लोकसभा मतदारसंघामध्ये राष्ट्रवादी काँग्रेस आणि काँग्रेस पक्षच राजू शेट्टी यांचा पराभव करतील 
4055, एवढंच नाही तर खासदार फंडा तून देण्यात येणारा निधी इतरत्र वळविण्यापेक्षा तो व्हेंटिलेटर्स रुग्णालयांमध्ये खाटा वाढविणे आरोग्यसज्जता यासाठी खासदारांनी आपापल्या मतदारसंघात खर्च करावा अशी सुचनाही यावेळी केली 
4056, वडाळ्याच्या लाॅईड इस्टेट या इमारत दुर्घटना स्थळी तातडीने भेट दिली पालिका आआयुक्तांना व पोलीसांना संपर्क करून संबंधित बिल्डरवर गुन्हे दाखल करण्यात यावेत एनडिआरएफमार्फ कार्यवाही करण्यात यावी तसेच शेजारच्या टॉवरचे थर्ड पार्टी स्टॅबिलीटी ऑडिट करण्यात यावे अशा मागण्या केल्या 
4057, गणपती पुळे जवळील कवी केशवसुतांचे गाव असणा या माळगुंड येथे पुस्तकाचे दुसरे गाव उभारण्यात यावे अशी मागणी मी विधानसभेत केली 
4058, जनता कल्याण केंद्र आणि चिल्ड्रन वेल्फेअर सेंटर हायस्कूल वर्सोवा यांच्या संयुक्त विद्यमाने आयोजित अंधेरी आणि पश्चिम उपनगरातील शाळांचे पदाधिकारी मुख्याध्यापक यांच्याशी संवाद साधला 
4059, आज इस्लामपूर येथे गवळी समाजातील बांधवांकरिता उभारण्यात आलेल्या समाज मंदिर हॉलच्या शुभारंभ सोहळ्यास उपस्थित राहिलो समाजातील विविध उपक्रम कार्यक्रम राबवण्यासाठी याचा उपयोग होईल 
4060, गोदावरी मराठवाडा पाटबंधारे विकास महामंडळाच्या नियामक मंडळाची बैठक मंत्रालयात संपन्न झाली या बैठकीत जलसंपदा विभागाच्या मराठवाड्यातील प्रकल्पांचा आढावा घेतला व विविध प्रश्नावर चर्चा केली बीड लातूर व मराठवाड्यातील इतर दुष्काळी भागांना पाणीपुरवठा कसा करता येईल याबाबतही चर्चा झाली 
4061, माझाच्या माझा कट्टयावर 
4062, दिलीप वळसे पाटील साहेब व हसन मुश्रीफ साहेब यांच्यासह 
4063, श्री क्षेत्र धामणी ता आंबेगाव येथे माघ पौर्णिमानिमित्त तळीभंडार करून श्री खंडोबाचे दर्शन घेतले 
4064, कौतुकास्पद नाही हे कर्तव्य आहे सगळ्यांनी करावं 
4065,जानेवारी रोजी केंद्रीय गृहमंत्रालयातर्फे राज्याच्या अतिरिक्त मुख्य सचिव गृह विभाग आणि प्रधान सचिव गृह विभाग यांना पाठवलेल्या पत्रानुसार बंदी छावण्यासंदर्भात सप्टेंबर आणि सप्टेंबर रोजी केंद्र सरकारतर्फे राज्य सरकारला पत्र पाठवण्यात आले होते 
4066, आज कोल्हापूर येथे लोकराजा राजर्षी छत्रपती शाहू महाराज समाधी स्मारकाच्या लोकार्पण सोहळ्याला मा श्रीमंत छत्रपती शाहू महाराज चे अध्यक्ष ग्रामविकास मंत्री कोल्हापूरचे पालकमंत्री खासदार यांच्यासह उपस्थित राहिलो 
4067, राज्याचाअर्थसंकल्पलेखानुदान सन या वर्षात करातून हजार कोटी रुपयांचा महसूल मिळेल अशी अपेक्षा होती परंतु महाराष्ट्रातील शेतकरी कष्टकरी व्यापारी उद्योजक यांच्या सहकार्यातून तब्बल लक्ष हजार कोटी रुपये उभे राहिले 
4068, कोरोना विषाणूची लागण झाल्यानंतर दिवसांपासून दिवसांपर्यंत कधीही रोगाची लक्षणे दिसू शकतात कोरोना का संक्रमण होने के बाद से दिनोंमे संक्रमित व्यक्ती में इसके लक्षण दिखाई देने लगते है 
4069, राजभवनाच्या अत्यंत देखण्या परिसरात शपथविधी समारंभाच्या निमित्ताने कुटुंबिय व नातेवाईकांसह काढलेले हे छायाचित्र एक संस्मरणीय क्षण 
4070, यावेळी नगरचे आमदार संग्राम जगताप राहुरीचे आमदार प्राजक्त तनपुरे कोपरगावचे आमदार आशुतोष काळे अकोलेचे आमदार डॉ किरण लाहामटे पारनेरचे आमदार निलेश लंके यांचे सत्कार करण्यात आले 
4071, नागपूर रामटेक चंद्रपूर गडचिरोली भंडारा गोंदिया यवतमाळ वाशीम वर्धा येथे लोकसभा निवडणुकांचा पहिला टप्पा पार पडत आहे सुदृढ लोकशाहीसाठी आपला मतदानाचा हक्क बजावा परिवर्तनाच्या चळवळीत आपला सिंहाचा वाटा द्या 
4072, जळगाव येथे आज राष्ट्रवादी काँग्रेस पक्षाच्या पदाधिकारी व कार्यकर्त्यांशी संवाद साधला 
4073, मराठा आरक्षणावर सर्वोच्च न्यायालयाच्या घटनापीठासमोर होणाऱ्या सुनावणीसाठी राज्य सरकारबरोबरच केंद्र सरकारने ही सामिल व्हावे ही काँग्रेस पक्षातर्फे संसदेत खासदार यांनी मागणी केली आहे 
4074, मराठा आरक्षणाच्या न्यायालयीन प्रकरणांचा पाठपुरावा करण्यासाठी स्थापन झालेल्या मंत्रीमंडळ उपसमितीने आज सर्वोच्च न्यायालयामध्ये राज्य सरकारची बाजू मांडणारे ज्येष्ठ विधीज्ञ मुकूल रोहतगी यांची भेट घेऊन मराठा आरक्षणाच्या सुनावणीच्या पूर्वतयारीचा आढावा घेतला मराठाआरक्षण 
4075, प्रमोद महाजन कौशल्य व उद्योजकता विकास अभियान पूर्वीपेक्षा अधिक पूर्वीपेक्षा उत्तम 
4076, क्रांतीअग्रणी डॉ जी डी बापू लाड सहकारी साखर कारखाना लि कुंडल यांच्या वतीने बाणुरगड तालुका खानापूर येथे सुरु करण्यात आलेल्या चारा छावणीचे उद्घाटन केले या दुष्काळी परिस्थितीत मुक्या जनावरांना मुबलक प्रमाणात चारा व पाणी या छावणीमुळे पुरवता येईल 
4077, राष्ट्रवादी काँग्रेस पक्षाच्या ठाणे येथील महिला पदाधिकाऱ्यांशी बैठकीत संवाद साधला 
4078, शिवस्वराज्य यात्रा टप्पा दुसरा दि ऑगस्ट शिवस्वराज्य यात्रेचा महाराष्ट्र दौरा नियोजित कार्यक्रम शिवस्वराज्ययात्रा 
4079, स्टडी इन इंडिया स्टे इन इंडिया नवीन शैक्षणिक धोरणावर मनोगत ऑगस्ट 
4080, भारतीय किसान महासंघाची जयपूर येथे बैठक संपन्न डिसेंबर रोजी ट्रॅक्टरचा दिल्ली येथे कर्जमुक्ती अभियानासाठी 
4081, राष्ट्रवादी डॉक्टर सेलचे प्रदेशाध्यक्ष डॉ नरेंद्र काळे प्रदेश उपाध्यक्ष डॉ शिवदास भोसले ठाणे ग्रामीण जिल्हाध्यक्ष डॉ इनामुददीन कुरेशी यांच्यासह राष्ट्रवादी डॉक्टर सेल ठाणेच्या डॉक्टरांनी भेट घेतली 
4082, देशाचे माजी आर्थिक सल्लागार अरविंद सुब्रमण्यम यांनी भारताचा विकास दर नसून असल्याचे समोर आणले आहे सरकारने वास्तव लपवून ठेवू नये ती फसवणूक असेल चा वृद्धी दर टक्केच असल्याचा दावा सरकार करतंय पण तसे असेल तर त्याचे परिणाम जमिनीवर का दिसत नाहीत हा प्रश्न आहे 
4083, कुऱ्हा वढोदा उपसा सिंचन योजनेत रिगाव गावातून पाणी उचलून इस्लामपूर जवळ साठवले गेले जवळपास हजार हेक्टर जागेला यातून पाणी मिळेल यावर कोटी खर्च केला आहे उर्वरित काम शिल्लक आहे 
4084, या समितीचा एक समन्वयक नेमून त्याला दिल्लीमध्ये कार्यभार चालवण्यासाठी एखादे कार्यालय द्यावे सचिवालयातूनही या समन्वयकाला पूरक सहाय्य मिळावे व महाराष्ट्र सदनामध्ये या संयोजनासाठी व्यवस्था करता येईल 
4085, संयुक्त महाआघाडीचे नाशिक मतदारसंघाचे उमेदवार समीर भुजबळ व दिंडोरी मतदारसंघाचे धनराज महाले यांच्या प्रचारार्थ गिरणारे येथे आज आयोजित सभेला संबोधित केले 
4086, नाशिक शेतकरी असल्याचे दाखले आता रेशीमबागेतून आणायचे का राजू शेट्टी सौजन्य माझा 
4087, जिल्ह्यात अतिजोखमीच्या भागातून आलेल्या वर्षांवरील व्यक्तींच्या कोरोना चाचणीसाठी मोहिम सुरू करण्यात आली आहे क्वॉरंटाईनच्या ठिकाणी असलेल्या लोकांच्या तपासणीबाबत शहानिशा करण्यासाठी गुगल फॉर्म तयार करण्यात आले आहेत 
4088, छत्रपती शिवाजी महाराज शेतकरी सन्मान योजनेअंतर्गत आतापर्यंत झालेल्या कामाचा हा आहे लेखाजोखा कर्जमाफीवरील चर्चेला विधानसभेत उत्तर कर्जमाफी 
4089, नेहमीच्या संपर्कातले पृष्ठभाग सतत निर्जंतूक करण्याची काळजी घ्या आपके संपर्क में आनेवाली जगहों को समय समय पर सैनिटाईज करते रहिए 
4090, एरंडोली ता मिरज येथे स्वाभिमानी शेतकरी संघटनेच्या शाखेचे उदघाटन 
4091, शेतकरी कर्जमाफी संदर्भात जिल्हा मध्यवर्ती बँकेचे प्रतिनिधी प्रधान सचिव सहकार विभाग यांच्या समवेत बैठक घेऊन परिस्थितीचा आढावा घेतला 
4092, धुळे येथे राष्ट्रीय किसान मुक्ती यात्रेच्या सभेत मार्गदर्शन करताना खासदार राजू शेटटी मंचावर ऊपस्थित मान्यवर 
4093, ओशिवरा वालभाट नदी गोरेगाव येथील मार्फत सफाई करण्यात आलेल्या कामाची मी अध्यक्ष जींसोबत पाहणी केली नालेसफाईचे काम उत्तमरीत्या करा मुंबईकरांच्या जीवाला अजून धोका नको 
4094, राज्यातील निवडणुकांच्या निकालाच्या पार्श्वभूमीवर आज राजसाहेबांनी पत्रकारांशी संवाद साधला त्या पत्रकार परिषदेतील काही महत्वाचे मुद्दे राज ठाकरे ट्विटर टीम 
4095, खडकवासला धरणाशेजारी पाटबंधारे विभागाच्या पडीक जागेत उद्यान करावे आणि ते स्थानिकांना वापरण्यासाठी उपलब्ध व्हावे अशी मागणी या बैठकीत केली यासह खडकवासला विधानसभा मतदारसंघातील इतर महत्वाचे मुद्दे देखील प्राधान्याने मांडले 
4096, बजेटमध्ये मुंबईकरांना काहीच नाही बाळासाहेब थोरात 
4097, आज सकाळी रेठरे हरणाक्ष ता वाळवा येथील जेष्ठ नागरिकांच्यासाठी विजेवर चालणारी सहा आसनी तीन चाकी वाहनांचे लोकार्पण करण्यात आले राज्यातील हा पहिलाच उपक्रम आहे हे वाहन शिरोळच्या के पी टी या कंपनीकडून खास तयार करून घेतले आहे 
4098, ही निवडणूक देशाच्या अस्मितेची पण आहे ही स्थानिक नाही भारताच्या गौरवाची सुद्धा निवडणूक आहे आपला मतदानाचा हक्क बजावताना अधिक जागरूक आणि सजग राहून तो बजवावा हे माझे सर्वांना आवाहन आहे 
4099, हिवाळी विधांसभाधिवेशन पुरवणी मागण्यांवरील माझे भाषण चे सक्षमीकरण करण्याची गरज असून लवकरात लवकर भरती करावी 
4100, थकीत एफआरपीप्रश्नी जिल्हाधिकाऱ्यांच्या विरुद्ध न्यायालयात जाणार राजु शेट्टी 
4101, आज वसंतदादा शुगर इन्स्टिट्यूटच्या वतीने आयोजित दुसऱ्या आंतरराष्ट्रीय साखर परिषदेचे उद्घाटन आदरणीय शरदचंद्रजी पवार साहेबांच्या शुभहस्ते झाले 
4102, आंबेडकरांच्या फोटोला हार घालून सन्मान होईल का राम पुनियानी 
4103, माझ्या वांद्रे पश्चिम विधानसभा मतदारसंघामध्ये दत्त जयंती उत्सवात ठिकठिकाणी सहभागी होऊन दर्शन घेतले 
4104, भारतरत्न अटलजींच्या जयंतीनिमित्त भाजपा उत्तर मध्य मुंबई जिल्ह्यातर्फे आयोजित नागरिकता सुधारणा कायदा विशेष परिसंवाद कार्यक्रमामध्ये सहभागी होऊन कार्यकर्त्यांना संबोधित केले 
4105, क्रीडा मंत्रालयाने खेळांत सर्वोत्तम कामगिरी करणारे खेळाडू नॅशनल स्पोर्ट फेडरेशन आणि तरुण व कुमारवयीन मुलांच्या विकासासाठी सुरु केलेल्या मोहिमेच्या निधीत कपात केल्याचा मुद्दा भाषणादरम्यान मांडला याशिवाय देशातील खेळाडूंची कामगिरी उंचावण्यासाठी अधिकाधिक प्रयत्न करावेत अशी मागणी केली 
4106, त्यांना सहानभुतीची नाही तर आपुलकीची गरज आहे जागतिक अपंग दिन 
4107, जिल्ह्यात विलगीकरणाचे कक्ष तयार आहेत जनजागृतीसाठी जाहिराती केल्या जात आहेत सभा मेळावे जत्रा उरूस इ गर्दीच्या कार्यक्रमांना स्थगिती दिलीये मार्चपर्यंत जिल्ह्यातील शाळा महाविद्यालये थिएटर नाट्यगृह अंगणवाड्या आठवडा बाजार बंद राहतील फक्त जीवनावश्यक गोष्टी सुरू राहणार 
4108, सुस म्हाळुंगे रस्त्याच्या दुरवस्थेसंदर्भात चे नगरसेवक बाबुराव चांदेरे सुनिल चांदेरे आणि महादेव कोंढरे यांच्यासोबत व भूमी अभिलेख विभागाचे अधिकारी यांची चर्चा झाली 
4109, किसान मुक्ती यात्रेची आजची शेवची सभा चांदवड जि नाशिक येथे 
4110, कुठल्या जन्माची लय जुळते 
4111, मुळे झालेल्या मृत्यूंच्या आकड्यांची फेरतपासणी करण्याचा योग्य निर्णय शासनाने पूर्वीच घेतला होता मुंबई महापालिकेचे जूनचे व प्रधान सचिव आरोग्य यांचे जून चे पत्र मुख्य सचिवांच्या जूनच्या वाजेपर्यंत फेरतपासणी पूर्ण करण्याचा स्पष्ट आदेशाचा उल्लेख हेच दर्शवते 
4112, मल्लांसाठी कसोटीची व मानाची असलेली हिंदकेसरी स्पर्धा डिसेंबर अखेरीस भरवली जात आहे या स्पर्धेच्या निमंत्रणाच्या निमित्ताने दिल्ली येथे आज भारतीय कुस्ती संघाचे अध्यक्ष श्री ब्रिजभूषण शरण सिंह यांची भेट झाली त्यांच्याशी कुस्ती स्पर्धांच्या आयोजनाबाबत विस्ताराने चर्चा झाली 
4113, सर्वांना नम्र विनंती आहे की कृपया सार्वजनिक ठिकाणी वावरताना सॅनिटायझर वापरणे सोशल डिस्टन्स यासोबतच मास्कचा वापर करा कोरोनाचा प्रसार रोखण्यासाठी हे आवश्यक आहे 
4114, ही लढाई कोरोनाशी कोरोनासंबंधित आकडेवारीशी नाही ‘एबीपी माझा’शी बातचित 
4115, काँग्रेस राष्ट्रवादी काँग्रेस व मित्रपक्षांच्या महाआघाडीच्या उमेदवारांच्या प्रचारार्थ आज दु वा वणी जि चंद्रपूर दु वा गुमथळा कामठी सायं वा कुंभारटोळी व वा भालदारपुरा मध्य नागपूर येथे जाहीर सभेच्या माध्यमातून आपल्याशी संवाद साधणार आहे 
4116, कोरोनाचा प्रसार रोखण्यासाठी सजग रहा चेहऱ्यावर मास्क लावल्यास आपण या विषाणूचा प्रसार रोखू शकतो मास्क कसा वापरावा ते पाहूया 
4117, म्हाडा व इतर योजनांमध्ये शासकीय कर्मचाऱ्यांना आरक्षण शिवाय इतरही अनेक योजना मीमुख्यमंत्रीबोलतोय मध्ये श्री किशोर थोरात यांचा प्रश्न 
4118, सांगलीतील वर्षावरील आणि कोमॉर्बिडीटी असणाऱ्या लोकांच्या सर्व्हेसाठी महानगरपालिका क्षेत्रात पथके कार्यरत करण्यात आली असून लवकरच हा सर्व्हे पूर्ण करण्यात येईल कंटेनमेंट झोन आराखड्याची अत्यंत काटेकोरपणे अंमलबजावणी करण्याची सूचना अधिकाऱ्यांना दिली 
4119, हिवाळी विधानसभा अधिवेशन पुरवणी मागण्यांवरील माझे भाषण ला लोकाभिमुख करा 
4120, संपर्कासाठी शत्रुजीत योगेश 
4121, पुण्यातील अनंतराव पवार कॉलेज ऑफ इंजिनिअरिंग अँड रिसर्चच्या प्राध्यापकांनी आज मंत्रालयात भेट घेतली मागील वर्षी पश्चिम महाराष्ट्रातील पूराबाबत त्यांनी संशोधन केले आहे त्याबाबत त्यांनी सादरीकरण केले व येत्या काळात पूर येऊ नये यासाठी काय उपाययोजना केल्या जाव्यात याबाबत उपाय सुचवले 
4122, सांगलीवाडी व्या राज्य अजिंक्यपद कबड्डी स्पर्ध्येच्या पुणे जिल्हा तर दुसरामुंबई उपनगरसंघांना बक्षीस वितरण 
4123, या कार्यक्रमातील हे आणखी काही क्षण महाराष्ट्रदिन 
4124, लेकीला लक्ष्मी मानून तिच्या पदस्पर्शाने नवीन गाडीची पूजा करणाऱ्या पित्याचा मी काल शेअर केला होता हा बनवणारे नागेश पाटील यांचा नंबर मला रात्री मिळाला मी आजच मंत्रालयातून कामकाजास सुरूवात केली व पहिला फोन त्यांनाच केला 
4125, शरद पवार यांनी घटनेचे वे कलम यावर आपल मत स्पष्ट करावं 
4126, दुःख धुण्यासारखं धुवून टाका व कामाला लागा राज्याच्या महिला व बालविकास मंत्री यांचा जीवनमंत्र त्यांनी स्वतः जगलेला सर्वांनी पहावी अशी त्यांची मुलाखत 
4127, राज्यातील प्रलंबित पाणी पुरवठा 
4128, चोर आणि मोर 
4129, आज सडक अर्जुनी येथे भंडारा गोंदिया लोकसभा पोटनिवडणुकीत राष्ट्रवादी काँग्रेस आणि काँग्रेसचे आघाडीचे उमेदवार मधुकर कुकडे यांच्या प्रचारसभेस संबोधित केले मधुकर कुकडे हे नक्की विजयी होतील हा विश्वास मला वाटतो 
4130, महाजनादेशयात्रा चे फोंडाघाट सिंधुदुर्ग जिल्हा येथील स्वागत 
4131, चे महाराष्ट्र प्रदेश उपाध्यक्ष माजी आमदार श्री दिपक आबा साळुंखे तसेच सोलापूर जिल्हा परिषदेचे कृषी सभापती श्री अनिल मोटे श्री गणेश कांबळे श्री राजकुमार वाघमारे यांनी भेट घेतली 
4132, ये क्या हाल बना रखा है कुछ लेते क्युं नहीं भाजपाचे नागपूरचे नगरसेवक संजय बंगाले यांची परिस्थिती ही तर भाजपाच्या कार्यकर्त्यांची काय असेल 
4133, शेगावमध्ये संत गजानन महाराजांच्या समाधीचं दर्शन घेऊन परिवर्तन यात्रेला सुरुवात केली निर्धार परिवर्तनाचा 
4134, गणेश मुर्तींची लगबग संपली की मुर्तीकार देवीच्या मुर्ती तयार करण्यास सुरुवात करतात त्यामुळे यावेळी कोरोनामुळे देवीच्या मुर्तीची उंची किती असणार सार्वजनिक नवरात्र उत्सवाचे स्वरूप कसे असणार याबाबतची स्पष्टता वेळीच मुर्तीकरांना द्या अशी विनंती मा मुख्यमंत्र्यांना केली 
4135,प्रकल्पाला फेब्रु रोजी मुख्यमंत्र्यांनी मान्यता दिली त्यानंतर एल   टी च्या सहमतीसाठी बांधकाम विभागाने पत्र पाठवले एल   टी ने सर्व गोष्टींचा एका दिवसात अभ्यास करून मार्च रोजी सकाळी आपली सहमती दर्शवली त्याच सकाळी मुख्यमंत्र्यांच्या हस्ते कंपनीला देकारपत्र देण्यात आले 
4136, लोकनेते स्वर्गीय गोपीनाथराव मुंडे यांच्या जयंतीनिमित्त नवी मुंबईत आयोजित कार्यक्रमास आज उपस्थित राहून समाज बांधवांशी संवाद साधला स्व मुंडे साहेबांसारखाच माझा जनसामान्यांसाठी संघर्ष जनतेला दिसतो ही माझ्यासाठी अभिमानाची बाब आहे आज जेष्ठ नेते गणेश नाईक हे ही उपस्थित होते 
4137, पोलिसांसाठी घरे पूर्वीपेक्षा अधिक पूर्वीपेक्षा उत्तम 
4138, शेतकऱ्यांच्या आवाजाने नोव्हेंबरला दिल्ली हादरली पाहिजे खासदार राजू शेट्टी दिल्लीला गेलेला शेतकरी खाली 
4139, सहकार भारती महाराष्ट्र प्रदेश आयोजित हौसिंग सोसायटी महाअधिवेशन कार्यक्रमासाठी उपस्थित राहिलो हौसिंग संस्थांच्या पदाधिकारी सभासद आणि कार्यकर्ते यांसोबत संवाद साधला आणि मार्गदर्शन केले 
4140, आमच्या भागाच्या विजयादशमी संचलनात सहभागी झालो 
